component_id,node_count,user_count,merchant_count,edge_count,density
1899,2,1,1,1,1.0
1900,3,2,1,2,1.0
1901,8,7,1,7,1.0
1902,2,1,1,1,1.0
1903,2,1,1,1,1.0
1904,4,3,1,3,1.0
1905,5,4,1,4,1.0
1906,3,2,1,2,1.0
1907,3,2,1,2,1.0
1908,5,4,1,4,1.0
1909,2,1,1,1,1.0
1910,4,3,1,3,1.0
1911,3,2,1,2,1.0
1912,4,3,1,3,1.0
1913,4,3,1,3,1.0
1914,4,3,1,3,1.0
1915,3,2,1,2,1.0
1916,7,4,3,6,0.5
1917,2,1,1,1,1.0
1918,3,2,1,2,1.0
1919,3,2,1,2,1.0
1920,12,9,3,11,0.407407
1921,9,7,2,8,0.571429
1922,14,11,3,13,0.393939
1923,2,1,1,1,1.0
1924,4,3,1,3,1.0
1925,8,6,2,7,0.583333
1926,18,12,6,17,0.236111
1927,4,3,1,3,1.0
1928,5,4,1,4,1.0
1929,6,5,1,5,1.0
1930,5,4,1,4,1.0
1931,4,3,1,3,1.0
1932,2,1,1,1,1.0
1933,13,9,4,12,0.333333
1934,3,2,1,2,1.0
1935,3,2,1,2,1.0
1936,5,4,1,4,1.0
1937,5,4,1,4,1.0
1938,3,2,1,2,1.0
1939,4,3,1,3,1.0
1940,6,5,1,5,1.0
1941,17,13,4,16,0.307692
1942,8,6,2,7,0.583333
1943,2,1,1,1,1.0
1944,3,2,1,2,1.0
1945,5,4,1,4,1.0
1946,7,5,2,6,0.6
1947,12,8,4,11,0.34375
1948,4,3,1,3,1.0
1949,4,3,1,3,1.0
1950,2,1,1,1,1.0
1951,3,2,1,2,1.0
1952,2,1,1,1,1.0
1953,7,5,2,6,0.6
1954,2,1,1,1,1.0
1955,3,2,1,2,1.0
1956,4,3,1,3,1.0
1957,2,1,1,1,1.0
1958,3,2,1,2,1.0
1959,6,5,1,5,1.0
1960,4,3,1,3,1.0
1961,2,1,1,1,1.0
1962,15,12,3,14,0.388889
1963,10,7,3,9,0.428571
1964,3,2,1,2,1.0
1965,5,3,2,4,0.666667
1966,15,11,4,14,0.318182
1967,2,1,1,1,1.0
1968,14,9,5,13,0.288889
1969,5,4,1,4,1.0
1970,4,3,1,3,1.0
1971,11,7,4,10,0.357143
1972,4,3,1,3,1.0
1973,14,10,4,13,0.325
1974,5,4,1,4,1.0
1975,5,4,1,4,1.0
1976,4,3,1,3,1.0
1977,3,2,1,2,1.0
1978,3,2,1,2,1.0
1979,10,7,3,9,0.428571
1980,2,1,1,1,1.0
1981,4,3,1,3,1.0
1982,3,2,1,2,1.0
1983,5,4,1,4,1.0
1984,4,2,2,3,0.75
1985,4,3,1,3,1.0
1986,3,2,1,2,1.0
1987,4,3,1,3,1.0
1988,5,4,1,4,1.0
1989,20,15,5,19,0.253333
1990,4,3,1,3,1.0
1991,6,5,1,5,1.0
1992,6,4,2,5,0.625
1993,3,2,1,2,1.0
1994,5,4,1,4,1.0
1995,3,2,1,2,1.0
1996,2,1,1,1,1.0
1997,2,1,1,1,1.0
1998,5,4,1,4,1.0
1999,5,4,1,4,1.0
2000,4,3,1,3,1.0
2001,5,4,1,4,1.0
2002,3,2,1,2,1.0
2003,5,4,1,4,1.0
2004,4,3,1,3,1.0
2005,5,4,1,4,1.0
2006,5,4,1,4,1.0
2007,4,3,1,3,1.0
2008,5,4,1,4,1.0
2009,3,2,1,2,1.0
2010,14,10,4,13,0.325
2011,3,2,1,2,1.0
2012,12,9,3,11,0.407407
2013,4,3,1,3,1.0
2014,5,3,2,4,0.666667
2015,2,1,1,1,1.0
2016,7,3,4,6,0.5
2017,2,1,1,1,1.0
2018,3,2,1,2,1.0
2019,7,5,2,6,0.6
2020,3,2,1,2,1.0
2021,3,2,1,2,1.0
2022,4,3,1,3,1.0
2023,14,11,3,13,0.393939
2024,2,1,1,1,1.0
2025,3,2,1,2,1.0
2026,2,1,1,1,1.0
2027,3,2,1,2,1.0
2028,4,3,1,3,1.0
2029,7,6,1,6,1.0
2030,8,6,2,7,0.583333
2031,9,7,2,8,0.571429
2032,7,5,2,6,0.6
2033,6,4,2,5,0.625
2034,8,6,2,7,0.583333
2035,6,4,2,5,0.625
2036,6,4,2,5,0.625
2037,10,7,3,9,0.428571
2038,3,2,1,2,1.0
2039,3,2,1,2,1.0
2040,3,2,1,2,1.0
2041,8,5,3,7,0.466667
2042,23,16,7,22,0.196429
2043,2,1,1,1,1.0
2044,3,2,1,2,1.0
2045,6,4,2,5,0.625
2046,5,4,1,4,1.0
2047,3,2,1,2,1.0
2048,5,4,1,4,1.0
2049,2,1,1,1,1.0
2050,2,1,1,1,1.0
2051,2,1,1,1,1.0
2052,11,7,4,10,0.357143
2053,6,5,1,5,1.0
2054,4,3,1,3,1.0
2055,2,1,1,1,1.0
2056,5,4,1,4,1.0
2057,3,2,1,2,1.0
2058,5,4,1,4,1.0
2059,4,3,1,3,1.0
2060,3,2,1,2,1.0
2061,8,5,3,7,0.466667
2062,2,1,1,1,1.0
2063,3,2,1,2,1.0
2064,5,3,2,4,0.666667
2065,3,2,1,2,1.0
2066,3,2,1,2,1.0
2067,3,2,1,2,1.0
2068,5,4,1,4,1.0
2069,2,1,1,1,1.0
2070,4,3,1,3,1.0
2071,6,3,3,5,0.555556
2072,11,8,3,10,0.416667
2073,3,2,1,2,1.0
2074,5,4,1,4,1.0
2075,2,1,1,1,1.0
2076,4,3,1,3,1.0
2077,5,4,1,4,1.0
2078,4,3,1,3,1.0
2079,4,3,1,3,1.0
2080,4,3,1,3,1.0
2081,3,2,1,2,1.0
2082,2,1,1,1,1.0
2083,3,2,1,2,1.0
2084,3,2,1,2,1.0
2085,5,4,1,4,1.0
2086,3,2,1,2,1.0
2087,8,6,2,7,0.583333
2088,2,1,1,1,1.0
2089,4,3,1,3,1.0
2090,2,1,1,1,1.0
2091,3,2,1,2,1.0
2092,3,2,1,2,1.0
2093,2,1,1,1,1.0
2094,3,2,1,2,1.0
2095,8,6,2,7,0.583333
2096,5,4,1,4,1.0
2097,5,4,1,4,1.0
2098,4,3,1,3,1.0
2099,2,1,1,1,1.0
2100,9,7,2,8,0.571429
2101,4,3,1,3,1.0
2102,4,3,1,3,1.0
2103,3,2,1,2,1.0
2104,4,3,1,3,1.0
2105,3,2,1,2,1.0
2106,4,3,1,3,1.0
2107,4,3,1,3,1.0
2108,10,8,2,9,0.5625
2109,4,3,1,3,1.0
2110,11,8,3,10,0.416667
2111,3,2,1,2,1.0
2112,6,5,1,5,1.0
2113,5,4,1,4,1.0
2114,2,1,1,1,1.0
2115,2,1,1,1,1.0
2116,3,2,1,2,1.0
2117,10,8,2,9,0.5625
2118,3,2,1,2,1.0
2119,3,2,1,2,1.0
2120,6,4,2,5,0.625
2121,4,3,1,3,1.0
2122,5,4,1,4,1.0
2123,3,2,1,2,1.0
2124,4,3,1,3,1.0
2125,4,3,1,3,1.0
2126,3,2,1,2,1.0
2127,3,2,1,2,1.0
2128,9,7,2,8,0.571429
2129,4,3,1,3,1.0
2130,3,2,1,2,1.0
2131,4,3,1,3,1.0
2132,4,3,1,3,1.0
2133,3,2,1,2,1.0
2134,5,4,1,4,1.0
2135,3,2,1,2,1.0
2136,6,3,3,5,0.555556
2137,4,3,1,3,1.0
2138,13,10,3,12,0.4
2139,6,5,1,5,1.0
2140,3,2,1,2,1.0
2141,2,1,1,1,1.0
2142,6,4,2,5,0.625
2143,10,7,3,9,0.428571
2144,2,1,1,1,1.0
2145,4,3,1,3,1.0
2146,6,4,2,5,0.625
2147,11,8,3,10,0.416667
2148,3,2,1,2,1.0
2149,7,5,2,6,0.6
2150,3,2,1,2,1.0
2151,10,8,2,9,0.5625
2152,2,1,1,1,1.0
2153,3,2,1,2,1.0
2154,3,2,1,2,1.0
2155,6,4,2,5,0.625
2156,4,3,1,3,1.0
2157,3,2,1,2,1.0
2158,8,6,2,7,0.583333
2159,4,3,1,3,1.0
2160,3,2,1,2,1.0
2161,2,1,1,1,1.0
2162,8,6,2,7,0.583333
2163,3,2,1,2,1.0
2164,3,2,1,2,1.0
2165,2,1,1,1,1.0
2166,3,2,1,2,1.0
2167,5,3,2,4,0.666667
2168,9,7,2,8,0.571429
2169,3,2,1,2,1.0
2170,13,9,4,12,0.333333
2171,4,3,1,3,1.0
2172,6,4,2,5,0.625
2173,3,2,1,2,1.0
2174,3,2,1,2,1.0
2175,2,1,1,1,1.0
2176,12,9,3,11,0.407407
2177,3,2,1,2,1.0
2178,4,2,2,3,0.75
2179,2,1,1,1,1.0
2180,3,2,1,2,1.0
2181,17,14,3,16,0.380952
2182,3,2,1,2,1.0
2183,3,2,1,2,1.0
2184,24,17,7,23,0.193277
2185,3,2,1,2,1.0
2186,4,3,1,3,1.0
2187,4,2,2,3,0.75
2188,2,1,1,1,1.0
2189,2,1,1,1,1.0
2190,4,2,2,3,0.75
2191,3,2,1,2,1.0
2192,2,1,1,1,1.0
2193,22,15,7,21,0.2
2194,16,11,5,15,0.272727
2195,2,1,1,1,1.0
2196,3,2,1,2,1.0
2197,3,2,1,2,1.0
2198,2,1,1,1,1.0
2199,2,1,1,1,1.0
2200,3,2,1,2,1.0
2201,3,2,1,2,1.0
2202,3,2,1,2,1.0
2203,4,3,1,3,1.0
2204,2,1,1,1,1.0
2205,4,3,1,3,1.0
2206,4,3,1,3,1.0
2207,2,1,1,1,1.0
2208,2,1,1,1,1.0
2209,5,3,2,4,0.666667
2210,2,1,1,1,1.0
2211,3,2,1,2,1.0
2212,4,3,1,3,1.0
2213,8,5,3,7,0.466667
2214,12,9,3,11,0.407407
2215,4,3,1,3,1.0
2216,3,2,1,2,1.0
2217,2,1,1,1,1.0
2218,4,3,1,3,1.0
2219,3,2,1,2,1.0
2220,4,3,1,3,1.0
2221,2,1,1,1,1.0
2222,4,3,1,3,1.0
2223,4,3,1,3,1.0
2224,2,1,1,1,1.0
2225,3,2,1,2,1.0
2226,6,4,2,5,0.625
2227,2,1,1,1,1.0
2228,3,2,1,2,1.0
2229,4,3,1,3,1.0
2230,3,2,1,2,1.0
2231,3,2,1,2,1.0
2232,2,1,1,1,1.0
2233,6,4,2,5,0.625
2234,4,3,1,3,1.0
2235,12,9,3,11,0.407407
2236,2,1,1,1,1.0
2237,2,1,1,1,1.0
2238,6,5,1,5,1.0
2239,5,4,1,4,1.0
2240,4,3,1,3,1.0
2241,4,3,1,3,1.0
2242,4,3,1,3,1.0
2243,8,5,3,7,0.466667
2244,3,2,1,2,1.0
2245,6,5,1,5,1.0
2246,4,3,1,3,1.0
2247,5,4,1,4,1.0
2248,4,3,1,3,1.0
2249,5,4,1,4,1.0
2250,3,2,1,2,1.0
2251,4,3,1,3,1.0
2252,3,2,1,2,1.0
2253,2,1,1,1,1.0
2254,2,1,1,1,1.0
2255,23,15,8,22,0.183333
2256,2,1,1,1,1.0
2257,11,9,2,10,0.555556
2258,2,1,1,1,1.0
2259,6,4,2,5,0.625
2260,5,3,2,4,0.666667
2261,4,3,1,3,1.0
2262,9,7,2,8,0.571429
2263,6,5,1,5,1.0
2264,5,4,1,4,1.0
2265,5,3,2,4,0.666667
2266,6,4,2,5,0.625
2267,3,2,1,2,1.0
2268,2,1,1,1,1.0
2269,3,2,1,2,1.0
2270,8,6,2,7,0.583333
2271,7,4,3,6,0.5
2272,3,2,1,2,1.0
2273,5,4,1,4,1.0
2274,2,1,1,1,1.0
2275,8,5,3,7,0.466667
2276,3,2,1,2,1.0
2277,6,5,1,5,1.0
2278,5,4,1,4,1.0
2279,6,4,2,5,0.625
2280,3,2,1,2,1.0
2281,3,2,1,2,1.0
2282,4,3,1,3,1.0
2283,5,4,1,4,1.0
2284,3,2,1,2,1.0
2285,18,14,4,17,0.303571
2286,3,2,1,2,1.0
2287,9,7,2,8,0.571429
2288,3,2,1,2,1.0
2289,2,1,1,1,1.0
2290,13,9,4,12,0.333333
2291,5,4,1,4,1.0
2292,3,2,1,2,1.0
2293,3,2,1,2,1.0
2294,5,3,2,4,0.666667
2295,19,14,5,18,0.257143
2296,6,5,1,5,1.0
2297,9,7,2,8,0.571429
2298,6,4,2,5,0.625
2299,8,6,2,7,0.583333
2300,5,4,1,4,1.0
2301,5,4,1,4,1.0
2302,6,4,2,5,0.625
2303,2,1,1,1,1.0
2304,9,7,2,8,0.571429
2305,6,5,1,5,1.0
2306,6,5,1,5,1.0
2307,4,3,1,3,1.0
2308,2,1,1,1,1.0
2309,3,2,1,2,1.0
2310,3,2,1,2,1.0
2311,5,3,2,4,0.666667
2312,6,5,1,5,1.0
2313,9,7,2,8,0.571429
2314,3,2,1,2,1.0
2315,2,1,1,1,1.0
2316,2,1,1,1,1.0
2317,6,4,2,5,0.625
2318,3,2,1,2,1.0
2319,3,2,1,2,1.0
2320,3,2,1,2,1.0
2321,5,4,1,4,1.0
2322,6,5,1,5,1.0
2323,4,3,1,3,1.0
2324,4,3,1,3,1.0
2325,2,1,1,1,1.0
2326,4,2,2,3,0.75
2327,3,2,1,2,1.0
2328,3,2,1,2,1.0
2329,4,3,1,3,1.0
2330,3,2,1,2,1.0
2331,4,3,1,3,1.0
2332,8,6,2,7,0.583333
2333,2,1,1,1,1.0
2334,2,1,1,1,1.0
2335,4,3,1,3,1.0
2336,2,1,1,1,1.0
2337,3,2,1,2,1.0
2338,3,2,1,2,1.0
2339,2,1,1,1,1.0
2340,9,7,2,8,0.571429
2341,2,1,1,1,1.0
2342,5,4,1,4,1.0
2343,3,2,1,2,1.0
2344,5,4,1,4,1.0
2345,9,7,2,8,0.571429
2346,6,5,1,5,1.0
2347,3,2,1,2,1.0
2348,3,2,1,2,1.0
2349,3,2,1,2,1.0
2350,2,1,1,1,1.0
2351,5,4,1,4,1.0
2352,3,2,1,2,1.0
2353,7,5,2,6,0.6
2354,2,1,1,1,1.0
2355,11,8,3,10,0.416667
2356,3,2,1,2,1.0
2357,2,1,1,1,1.0
2358,4,3,1,3,1.0
2359,2,1,1,1,1.0
2360,2,1,1,1,1.0
2361,6,5,1,5,1.0
2362,4,3,1,3,1.0
2363,6,4,2,5,0.625
2364,4,3,1,3,1.0
2365,2,1,1,1,1.0
2366,4,3,1,3,1.0
2367,5,3,2,4,0.666667
2368,2,1,1,1,1.0
2369,4,3,1,3,1.0
2370,2,1,1,1,1.0
2371,3,2,1,2,1.0
2372,6,5,1,5,1.0
2373,3,2,1,2,1.0
2374,3,2,1,2,1.0
2375,3,2,1,2,1.0
2376,6,5,1,5,1.0
2377,4,2,2,3,0.75
2378,4,3,1,3,1.0
2379,6,4,2,5,0.625
2380,6,5,1,5,1.0
2381,8,6,2,7,0.583333
2382,2,1,1,1,1.0
2383,3,2,1,2,1.0
2384,5,3,2,4,0.666667
2385,3,2,1,2,1.0
2386,3,2,1,2,1.0
2387,2,1,1,1,1.0
2388,10,7,3,9,0.428571
2389,8,5,3,7,0.466667
2390,2,1,1,1,1.0
2391,11,8,3,10,0.416667
2392,2,1,1,1,1.0
2393,3,2,1,2,1.0
2394,5,4,1,4,1.0
2395,24,16,8,23,0.179688
2396,5,4,1,4,1.0
2397,11,7,4,10,0.357143
2398,6,5,1,5,1.0
2399,5,4,1,4,1.0
2400,3,2,1,2,1.0
2401,21,16,5,20,0.25
2402,6,4,2,5,0.625
2403,5,3,2,4,0.666667
2404,4,3,1,3,1.0
2405,2,1,1,1,1.0
2406,3,2,1,2,1.0
2407,10,7,3,9,0.428571
2408,3,2,1,2,1.0
2409,2,1,1,1,1.0
2410,3,2,1,2,1.0
2411,4,3,1,3,1.0
2412,5,4,1,4,1.0
2413,3,2,1,2,1.0
2414,4,3,1,3,1.0
2415,3,2,1,2,1.0
2416,4,3,1,3,1.0
2417,7,5,2,6,0.6
2418,4,3,1,3,1.0
2419,3,2,1,2,1.0
2420,7,5,2,6,0.6
2421,6,4,2,5,0.625
2422,4,2,2,3,0.75
2423,3,2,1,2,1.0
2424,7,5,2,6,0.6
2425,3,2,1,2,1.0
2426,3,2,1,2,1.0
2427,6,5,1,5,1.0
2428,5,4,1,4,1.0
2429,3,2,1,2,1.0
2430,2,1,1,1,1.0
2431,3,2,1,2,1.0
2432,7,5,2,6,0.6
2433,3,2,1,2,1.0
2434,3,2,1,2,1.0
2435,2,1,1,1,1.0
2436,3,2,1,2,1.0
2437,3,2,1,2,1.0
2438,4,3,1,3,1.0
2439,5,4,1,4,1.0
2440,8,6,2,7,0.583333
2441,3,2,1,2,1.0
2442,2,1,1,1,1.0
2443,3,2,1,2,1.0
2444,4,3,1,3,1.0
2445,10,8,2,9,0.5625
2446,4,3,1,3,1.0
2447,6,4,2,5,0.625
2448,6,5,1,5,1.0
2449,2,1,1,1,1.0
2450,6,5,1,5,1.0
2451,3,2,1,2,1.0
2452,4,3,1,3,1.0
2453,2,1,1,1,1.0
2454,3,2,1,2,1.0
2455,4,3,1,3,1.0
2456,14,10,4,13,0.325
2457,4,3,1,3,1.0
2458,4,3,1,3,1.0
2459,3,2,1,2,1.0
2460,2,1,1,1,1.0
2461,12,8,4,11,0.34375
2462,5,4,1,4,1.0
2463,4,3,1,3,1.0
2464,5,4,1,4,1.0
2465,10,8,2,9,0.5625
2466,3,2,1,2,1.0
2467,3,2,1,2,1.0
2468,5,3,2,4,0.666667
2469,2,1,1,1,1.0
2470,4,3,1,3,1.0
2471,3,2,1,2,1.0
2472,3,2,1,2,1.0
2473,10,7,3,9,0.428571
2474,5,3,2,4,0.666667
2475,3,2,1,2,1.0
2476,6,4,2,5,0.625
2477,2,1,1,1,1.0
2478,9,6,3,8,0.444444
2479,2,1,1,1,1.0
2480,2,1,1,1,1.0
2481,4,3,1,3,1.0
2482,3,2,1,2,1.0
2483,9,5,4,8,0.4
2484,2,1,1,1,1.0
2485,7,4,3,6,0.5
2486,9,7,2,8,0.571429
2487,2,1,1,1,1.0
2488,3,2,1,2,1.0
2489,2,1,1,1,1.0
2490,3,2,1,2,1.0
2491,2,1,1,1,1.0
2492,2,1,1,1,1.0
2493,6,4,2,5,0.625
2494,2,1,1,1,1.0
2495,4,3,1,3,1.0
2496,3,2,1,2,1.0
2497,7,5,2,6,0.6
2498,3,2,1,2,1.0
2499,6,5,1,5,1.0
2500,3,2,1,2,1.0
2501,3,2,1,2,1.0
2502,4,2,2,3,0.75
2503,4,3,1,3,1.0
2504,3,2,1,2,1.0
2505,3,2,1,2,1.0
2506,3,2,1,2,1.0
2507,3,2,1,2,1.0
2508,2,1,1,1,1.0
2509,12,8,4,11,0.34375
2510,2,1,1,1,1.0
2511,3,2,1,2,1.0
2512,4,3,1,3,1.0
2513,5,3,2,4,0.666667
2514,7,5,2,6,0.6
2515,4,3,1,3,1.0
2516,5,4,1,4,1.0
2517,2,1,1,1,1.0
2518,2,1,1,1,1.0
2519,8,5,3,7,0.466667
2520,6,4,2,5,0.625
2521,4,3,1,3,1.0
2522,3,2,1,2,1.0
2523,2,1,1,1,1.0
2524,6,3,3,5,0.555556
2525,5,4,1,4,1.0
2526,3,2,1,2,1.0
2527,5,4,1,4,1.0
2528,2,1,1,1,1.0
2529,3,2,1,2,1.0
2530,8,6,2,7,0.583333
2531,3,2,1,2,1.0
2532,2,1,1,1,1.0
2533,3,2,1,2,1.0
2534,2,1,1,1,1.0
2535,5,4,1,4,1.0
2536,3,2,1,2,1.0
2537,2,1,1,1,1.0
2538,11,8,3,10,0.416667
2539,3,2,1,2,1.0
2540,4,3,1,3,1.0
2541,4,3,1,3,1.0
2542,3,2,1,2,1.0
2543,5,4,1,4,1.0
2544,2,1,1,1,1.0
2545,6,5,1,5,1.0
2546,3,2,1,2,1.0
2547,3,2,1,2,1.0
2548,3,2,1,2,1.0
2549,10,8,2,9,0.5625
2550,6,4,2,5,0.625
2551,4,3,1,3,1.0
2552,2,1,1,1,1.0
2553,5,4,1,4,1.0
2554,2,1,1,1,1.0
2555,8,6,2,7,0.583333
2556,2,1,1,1,1.0
2557,3,2,1,2,1.0
2558,7,4,3,6,0.5
2559,5,4,1,4,1.0
2560,11,8,3,10,0.416667
2561,3,2,1,2,1.0
2562,6,4,2,5,0.625
2563,2,1,1,1,1.0
2564,3,2,1,2,1.0
2565,3,2,1,2,1.0
2566,3,2,1,2,1.0
2567,2,1,1,1,1.0
2568,6,4,2,5,0.625
2569,2,1,1,1,1.0
2570,2,1,1,1,1.0
2571,8,6,2,7,0.583333
2572,7,5,2,6,0.6
2573,8,5,3,7,0.466667
2574,2,1,1,1,1.0
2575,3,2,1,2,1.0
2576,4,2,2,3,0.75
2577,3,2,1,2,1.0
2578,3,2,1,2,1.0
2579,3,2,1,2,1.0
2580,7,5,2,6,0.6
2581,5,4,1,4,1.0
2582,7,5,2,6,0.6
2583,5,3,2,4,0.666667
2584,3,2,1,2,1.0
2585,4,3,1,3,1.0
2586,5,3,2,4,0.666667
2587,3,2,1,2,1.0
2588,5,3,2,4,0.666667
2589,3,2,1,2,1.0
2590,4,3,1,3,1.0
2591,5,4,1,4,1.0
2592,3,1,2,2,1.0
2593,6,4,2,5,0.625
2594,10,7,3,9,0.428571
2595,10,8,2,9,0.5625
2596,2,1,1,1,1.0
2597,8,5,3,7,0.466667
2598,4,3,1,3,1.0
2599,4,3,1,3,1.0
2600,5,4,1,4,1.0
2601,3,2,1,2,1.0
2602,2,1,1,1,1.0
2603,2,1,1,1,1.0
2604,5,4,1,4,1.0
2605,5,4,1,4,1.0
2606,11,8,3,10,0.416667
2607,5,4,1,4,1.0
2608,2,1,1,1,1.0
2609,2,1,1,1,1.0
2610,3,2,1,2,1.0
2611,3,2,1,2,1.0
2612,3,2,1,2,1.0
2613,2,1,1,1,1.0
2614,5,4,1,4,1.0
2615,4,3,1,3,1.0
2616,3,2,1,2,1.0
2617,3,2,1,2,1.0
2618,2,1,1,1,1.0
2619,5,4,1,4,1.0
2620,5,4,1,4,1.0
2621,3,2,1,2,1.0
2622,3,2,1,2,1.0
2623,2,1,1,1,1.0
2624,2,1,1,1,1.0
2625,5,4,1,4,1.0
2626,4,3,1,3,1.0
2627,2,1,1,1,1.0
2628,5,4,1,4,1.0
2629,3,2,1,2,1.0
2630,4,3,1,3,1.0
2631,8,6,2,7,0.583333
2632,4,3,1,3,1.0
2633,7,5,2,6,0.6
2634,3,2,1,2,1.0
2635,2,1,1,1,1.0
2636,2,1,1,1,1.0
2637,4,3,1,3,1.0
2638,6,5,1,5,1.0
2639,3,2,1,2,1.0
2640,3,2,1,2,1.0
2641,3,2,1,2,1.0
2642,3,2,1,2,1.0
2643,6,5,1,5,1.0
2644,3,2,1,2,1.0
2645,2,1,1,1,1.0
2646,3,2,1,2,1.0
2647,2,1,1,1,1.0
2648,5,3,2,4,0.666667
2649,11,8,3,10,0.416667
2650,2,1,1,1,1.0
2651,3,2,1,2,1.0
2652,2,1,1,1,1.0
2653,5,4,1,4,1.0
2654,2,1,1,1,1.0
2655,4,3,1,3,1.0
2656,3,2,1,2,1.0
2657,2,1,1,1,1.0
2658,4,3,1,3,1.0
2659,2,1,1,1,1.0
2660,2,1,1,1,1.0
2661,3,2,1,2,1.0
2662,5,3,2,4,0.666667
2663,3,2,1,2,1.0
2664,7,5,2,6,0.6
2665,2,1,1,1,1.0
2666,3,2,1,2,1.0
2667,8,5,3,7,0.466667
2668,2,1,1,1,1.0
2669,5,4,1,4,1.0
2670,3,2,1,2,1.0
2671,2,1,1,1,1.0
2672,3,2,1,2,1.0
2673,6,5,1,5,1.0
2674,6,5,1,5,1.0
2675,3,2,1,2,1.0
2676,11,9,2,10,0.555556
2677,9,7,2,8,0.571429
2678,3,2,1,2,1.0
2679,4,3,1,3,1.0
2680,4,3,1,3,1.0
2681,2,1,1,1,1.0
2682,4,3,1,3,1.0
2683,3,2,1,2,1.0
2684,11,8,3,10,0.416667
2685,5,4,1,4,1.0
2686,5,4,1,4,1.0
2687,3,2,1,2,1.0
2688,3,2,1,2,1.0
2689,2,1,1,1,1.0
2690,3,2,1,2,1.0
2691,3,2,1,2,1.0
2692,8,6,2,7,0.583333
2693,8,6,2,7,0.583333
2694,3,2,1,2,1.0
2695,4,3,1,3,1.0
2696,3,2,1,2,1.0
2697,4,3,1,3,1.0
2698,6,5,1,5,1.0
2699,10,8,2,9,0.5625
2700,8,6,2,7,0.583333
2701,5,4,1,4,1.0
2702,3,2,1,2,1.0
2703,4,3,1,3,1.0
2704,3,2,1,2,1.0
2705,5,4,1,4,1.0
2706,6,5,1,5,1.0
2707,4,3,1,3,1.0
2708,4,3,1,3,1.0
2709,3,2,1,2,1.0
2710,3,2,1,2,1.0
2711,4,3,1,3,1.0
2712,3,2,1,2,1.0
2713,2,1,1,1,1.0
2714,6,4,2,5,0.625
2715,5,4,1,4,1.0
2716,2,1,1,1,1.0
2717,5,4,1,4,1.0
2718,3,2,1,2,1.0
2719,5,4,1,4,1.0
2720,3,2,1,2,1.0
2721,14,11,3,13,0.393939
2722,2,1,1,1,1.0
2723,5,3,2,4,0.666667
2724,8,6,2,7,0.583333
2725,3,2,1,2,1.0
2726,3,2,1,2,1.0
2727,8,6,2,7,0.583333
2728,2,1,1,1,1.0
2729,4,3,1,3,1.0
2730,3,2,1,2,1.0
2731,11,8,3,10,0.416667
2732,6,4,2,5,0.625
2733,2,1,1,1,1.0
2734,3,2,1,2,1.0
2735,4,3,1,3,1.0
2736,4,3,1,3,1.0
2737,5,4,1,4,1.0
2738,3,2,1,2,1.0
2739,3,2,1,2,1.0
2740,3,2,1,2,1.0
2741,3,2,1,2,1.0
2742,2,1,1,1,1.0
2743,3,2,1,2,1.0
2744,4,3,1,3,1.0
2745,5,3,2,4,0.666667
2746,2,1,1,1,1.0
2747,2,1,1,1,1.0
2748,2,1,1,1,1.0
2749,5,4,1,4,1.0
2750,2,1,1,1,1.0
2751,2,1,1,1,1.0
2752,4,3,1,3,1.0
2753,4,3,1,3,1.0
2754,2,1,1,1,1.0
2755,3,2,1,2,1.0
2756,4,3,1,3,1.0
2757,3,2,1,2,1.0
2758,3,2,1,2,1.0
2759,2,1,1,1,1.0
2760,2,1,1,1,1.0
2761,2,1,1,1,1.0
2762,2,1,1,1,1.0
2763,3,2,1,2,1.0
2764,3,2,1,2,1.0
2765,7,5,2,6,0.6
2766,5,4,1,4,1.0
2767,5,4,1,4,1.0
2768,3,2,1,2,1.0
2769,2,1,1,1,1.0
2770,6,4,2,5,0.625
2771,5,4,1,4,1.0
2772,14,10,4,13,0.325
2773,5,3,2,4,0.666667
2774,3,2,1,2,1.0
2775,3,2,1,2,1.0
2776,3,2,1,2,1.0
2777,5,4,1,4,1.0
2778,5,4,1,4,1.0
2779,4,3,1,3,1.0
2780,7,6,1,6,1.0
2781,2,1,1,1,1.0
2782,7,5,2,6,0.6
2783,7,5,2,6,0.6
2784,3,2,1,2,1.0
2785,4,3,1,3,1.0
2786,6,3,3,5,0.555556
2787,3,2,1,2,1.0
2788,2,1,1,1,1.0
2789,8,5,3,7,0.466667
2790,9,6,3,8,0.444444
2791,3,2,1,2,1.0
2792,4,3,1,3,1.0
2793,4,3,1,3,1.0
2794,9,7,2,8,0.571429
2795,4,3,1,3,1.0
2796,2,1,1,1,1.0
2797,4,3,1,3,1.0
2798,4,3,1,3,1.0
2799,5,3,2,4,0.666667
2800,6,4,2,5,0.625
2801,3,2,1,2,1.0
2802,2,1,1,1,1.0
2803,4,3,1,3,1.0
2804,4,3,1,3,1.0
2805,4,3,1,3,1.0
2806,8,6,2,7,0.583333
2807,3,2,1,2,1.0
2808,3,2,1,2,1.0
2809,3,2,1,2,1.0
2810,4,3,1,3,1.0
2811,4,3,1,3,1.0
2812,5,4,1,4,1.0
2813,6,4,2,5,0.625
2814,3,2,1,2,1.0
2815,6,4,2,5,0.625
2816,5,3,2,4,0.666667
2817,5,4,1,4,1.0
2818,2,1,1,1,1.0
2819,3,2,1,2,1.0
2820,6,4,2,5,0.625
