merchant_id,txn_count,total_transaction_value,avg_transaction_value,unique_users,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failure_rate,pending_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,merchant_name,merchant_category,business_type,merchant_city,merchant_state,merchant_status,declared_avg_ticket_size,master_mcc,merchant_match_flag,suspended_flag,blocked_flag,ticket_deviation,ticket_deviation_abs,txn_count_percentile,user_count_percentile,transaction_value_percentile,high_failure_flag,high_pending_flag,negative_transaction_flag,high_chargeback_flag,critical_chargeback_flag,inactive_flag,ticket_deviation_risk,user_to_txn_ratio,high_user_concentration_flag,merchant_risk_score,risk_band,ml_anomaly_prediction,ml_decision_score,ml_anomaly_percentile,ml_anomaly_flag,ml_anomaly_band,network_user_count,network_transaction_count,network_total_amount,network_chargeback_count,avg_relationship_risk,max_relationship_risk,network_chargeback_rate,degree,component_id,network_activity_score,suspicious_component_flag,unified_merchant_risk_score,unified_merchant_risk_band,investigation_reasons
MCH6093,2,4137.25793,2068.628965,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.0888088436219103,0,0,0,0,0,0,0.0,1.0,0,2.54,LOW,1,0.26659,68.47,0,LOW,2,2,4137.25793,0,15.735,17.4,0.0,2,2153,48.03,0,21.47,LOW,NO_MAJOR_SIGNAL
MCH6094,5,64330.64,12866.128,5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.9454105080114272,0.9454105080114272,0.9491988572848092,0,0,0,0,0,0,0.0,1.0,0,9.47,LOW,1,0.272228,88.8,0,MEDIUM,5,5,64330.64,0,23.04,27.02,0.0,5,721,98.27,1,40.1,MEDIUM,MANY_CONNECTED_USERS|SUSPICIOUS_NETWORK_COMPONENT
MCH6095,3,30426.052285,10142.017428333333,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sahota, Misra and Kata",Stationery,PARTNERSHIP,Hyd,Telangana,ACTIVE,0.665,,1,0,0,15250.15402756892,15250.15402756892,0.684076512234505,0.684076512234505,0.642404670227301,0,0,0,0,0,0,0.0712098750097701,1.0,0,7.7,LOW,1,0.204153,42.04,0,LOW,3,3,30426.052284999998,2,41.61666666666667,57.27,0.6666666666666666,3,347,88.06,1,30.61,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6096,2,13964.42,6982.21,2,2,1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.2727611476835175,1,1,0,0,0,0,0.0,1.0,0,18.46,LOW,1,0.061541,7.35,0,LOW,2,2,13964.42,0,31.215,38.5,0.0,2,5090,62.24,0,20.97,LOW,NO_MAJOR_SIGNAL
MCH6097,3,21691.57,7230.523333333333,3,2,0,0,0,0.0,0.0,0.0,1.0,0.397,0.0,0.0,0.3333333333333333,MANNAN PLC,Restaurant,PARTNERSHIP,LKO,Uttar Pradesh,ACTIVE,258.41,8120.0,1,0,0,26.980818595771577,26.980818595771577,0.684076512234505,0.684076512234505,0.4587007825114892,0,0,0,1,0,0,0.0001259856599738,1.0,0,14.05,LOW,1,0.16536,27.06,0,LOW,3,3,21691.57,1,30.659999999999997,57.8,0.3333333333333333,3,2606,80.44,1,29.25,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6098,2,33141.11,16570.555,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.6848838653583406,1,0,0,0,0,0,0.0,1.0,0,15.52,LOW,1,0.190901,37.5,0,LOW,2,2,33141.11,1,49.015,54.02,0.5,2,1321,83.01,1,34.24,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6100,2,14318.66,7159.33,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PILLAY, MERCHANT AND SEM",BOOKS_STATIONERY,PRIVATE_LIMITED,Jalandhar,Punjab,ACTIVE,1374.95,5942.0,1,0,0,4.206974799083603,4.206974799083603,0.4191404794435474,0.4191404794435474,0.2810830952676686,0,0,0,0,0,0,1.964427041657579e-05,1.0,0,3.5,LOW,1,0.268796,72.45,0,LOW,2,2,14318.66,0,19.315,21.46,0.0,2,429,62.77,0,24.62,LOW,NO_MAJOR_SIGNAL
MCH6101,4,23286.807342,5821.7018355,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DORA-BAJWA,Medical,Private Limited,Pune,Maharashtra,ACTIVE,3328.35,9120.0,1,0,0,0.7491254932624274,0.7491254932624274,0.8575332256862501,0.8575332256862501,0.5036641411004844,0,0,0,0,0,0,3.4980061608173674e-06,1.0,0,6.81,LOW,1,0.270673,79.67,0,LOW,4,4,23286.807342,0,18.4775,21.03,0.0,4,4169,85.94,1,35.12,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6102,1,23989.24,23989.24,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"hayre, peri and sura",Hotel,private_limited,Ludhiana,Punjab,ACTIVE,-4593.66,7011.0,1,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.5244069059744131,0,0,0,0,0,0,0.0,1.0,0,3.29,LOW,1,0.270515,77.97,0,LOW,1,1,23989.24,0,28.89,28.89,0.0,1,4457,56.84,0,25.98,MEDIUM,NO_MAJOR_SIGNAL
MCH6103,2,22607.43,11303.715,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.4845360824742268,0,0,0,0,0,0,0.0,1.0,0,4.52,LOW,1,0.272167,87.65,0,MEDIUM,2,2,22607.43,1,35.295,54.15,0.5,2,2775,76.04,1,36.15,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6104,1,16349.42,16349.42,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keer-Gade,Department Store,INDIVIDUAL,Calcutta,West Bengal,INACTIVE,935.82,5311.0,1,0,0,16.47068880767669,16.47068880767669,0.133461681778661,0.133461681778661,0.3282822009688237,0,0,0,0,0,1,7.69091046030864e-05,1.0,0,2.31,LOW,1,0.25488,56.07,0,LOW,1,1,16349.42,0,24.33,24.33,0.0,1,5461,44.35,0,19.35,LOW,NO_MAJOR_SIGNAL
MCH6105,4,52477.23,13119.3075,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,upadhyay plc,Hotels,Sole Proprietor,Calcutta,West Bengal,ACTIVE,527.81,7011.0,1,0,0,23.856117731759536,23.856117731759536,0.8575332256862501,0.8575332256862501,0.8954167184200721,0,0,0,0,0,0,0.0001113950166553,1.0,0,8.77,LOW,1,0.264262,64.86,0,LOW,4,4,52477.229999999996,1,31.405,55.1,0.25,4,1340,95.97,1,35.53,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6106,1,10229.09,10229.09,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.1950068314495093,0,0,0,0,0,0,0.0,1.0,0,1.64,LOW,1,0.260966,61.48,0,LOW,1,1,10229.09,1,50.7,50.7,1.0,1,3061,35.05,1,26.77,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6107,4,33271.6478522,8317.911963049999,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PILLAY LLC,Other,SOLE_PROPRIETOR,Jalandhar,Punjab,ACTIVE,1844.34,5999.0,1,0,0,3.5099666889239507,3.5099666889239507,0.8575332256862501,0.8575332256862501,0.6871196124705006,0,0,0,0,0,0,1.6389623918216637e-05,1.0,0,7.72,LOW,1,0.271902,86.16,0,MEDIUM,4,4,33271.647852199996,1,27.395,49.32,0.25,4,1945,91.88,1,38.41,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6108,1,17394.0,17394.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.3506396720904235,0,0,0,0,0,0,0.0,1.0,0,2.42,LOW,1,0.264981,66.18,0,LOW,1,1,17394.0,0,26.95,26.95,0.0,1,5732,46.05,0,21.87,LOW,NO_MAJOR_SIGNAL
MCH6109,4,34342.632633,8585.65815825,4,3,2,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sampath Ltd,Telecom,INDIVIDUAL,LDH,Punjab,ACTIVE,399.08,4814.0,1,0,0,20.51362673712038,20.51362673712038,0.8575332256862501,0.8575332256862501,0.7010309278350515,1,0,0,0,0,0,9.578741259312306e-05,1.0,0,17.79,LOW,1,0.163132,26.69,0,LOW,4,4,34342.632633,0,30.955000000000002,38.22,0.0,4,1097,92.18,1,32.44,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6110,1,18192.56,18192.56,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.3688982735063967,0,0,0,0,0,0,0.0,1.0,0,2.51,LOW,1,0.266563,68.32,0,LOW,1,1,18192.56,0,25.46,25.46,0.0,1,694,47.34,0,22.32,LOW,NO_MAJOR_SIGNAL
MCH6111,2,22517.93,11258.965,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.4824245435349646,1,0,0,0,0,0,0.0,1.0,0,14.51,LOW,1,0.194159,39.57,0,LOW,2,2,22517.93,0,31.1,37.76,0.0,2,2522,75.88,0,26.59,MEDIUM,NO_MAJOR_SIGNAL
MCH6112,3,40914.67,13638.223333333332,3,3,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LUTHRA-GROVER,Books,partnership,Jaipur,Rajasthan,ACTIVE,0.1366,5942.0,1,0,0,99839.58077110784,99839.58077110784,0.684076512234505,0.684076512234505,0.7887218979008819,1,0,0,0,0,0,0.4661962138143598,1.0,0,21.02,LOW,-1,-0.013435,2.56,1,LOW,3,3,40914.67,0,32.013333333333335,48.7,0.0,3,2290,91.12,1,29.39,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6113,1,20288.53,20288.53,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Shen0y, Kapadia and Pradhan",BOOKS_STATIONERY,INDIVIDUAL,Amritsar,Punjab,ACTIVE,8727.62,5942.0,1,0,0,1.32463489473648,1.32463489473648,0.133461681778661,0.133461681778661,0.4230530368898273,0,0,0,0,0,0,6.185320169044995e-06,1.0,0,2.78,LOW,1,0.266642,68.63,0,LOW,1,1,20288.53,0,23.58,23.58,0.0,1,4193,50.7,0,22.68,LOW,NO_MAJOR_SIGNAL
MCH6114,5,67000.56,13400.112,5,4,2,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Khurana, Chowdhury and Chaudhary",Mobile Recharge,PRIVATE_LIMITED,chennai,Tamil Nadu,ACTIVE,0.1212,,1,0,0,110560.9801980198,110560.9801980198,0.9454105080114272,0.9454105080114272,0.9606260091914048,1,0,0,0,0,0,0.516259282799764,1.0,0,25.27,MEDIUM,-1,-0.044777,1.66,1,LOW,5,5,67000.56,2,45.622,73.2,0.4,5,1109,98.45,1,33.64,MEDIUM,MANY_CONNECTED_USERS|HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6115,3,48368.51,16122.836666666668,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Padmanabhan-Chahal,Retail,Private Limited,Bombay,Maharashtra,INACTIVE,266.65,,1,0,0,59.46441652603289,59.46441652603289,0.684076512234505,0.684076512234505,0.869333002111539,0,0,0,0,0,1,0.0002776662885301,1.0,0,7.77,LOW,1,0.258481,58.59,0,LOW,3,3,48368.51,0,25.066666666666666,28.99,0.0,3,1583,92.68,1,32.77,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6116,4,63654.97,15913.7425,4,3,0,0,0,0.0,0.0,0.0,1.0,0.408,0.0,1.0,0.25,KEER-SHUKLA,Transport,individual,Delhi,Delhi,ACTIVE,0.3651,4131.0,1,0,0,43586.35278006026,43586.35278006026,0.8575332256862501,0.8575332256862501,0.945596820270774,0,0,0,1,0,0,0.2035244187035023,1.0,0,18.32,LOW,1,0.06473,7.75,0,LOW,4,4,63654.97,1,33.9725,49.0,0.25,4,698,96.83,1,29.71,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6117,1,4828.12,4828.12,1,1,0,0,0,0.0,0.0,0.0,1.0,4608.17,0.0,0.0,1.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.1013538690845857,0,0,0,1,0,0,0.0,1.0,0,26.17,MEDIUM,1,0.161628,25.75,0,LOW,1,1,4828.12,0,22.02,22.02,0.0,1,1262,27.51,0,24.5,LOW,NO_MAJOR_SIGNAL
MCH6118,2,28169.07,14084.535,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"radhakrishnan, lala and devi",DEPT_STORE,sole_proprietor,Dilli,Delhi,ACTIVE,0.11547,5311.0,1,0,0,121974.70797609768,121974.70797609768,0.4191404794435474,0.4191404794435474,0.6040243448018879,0,0,0,0,0,0,0.5695551463696111,1.0,0,13.66,LOW,1,0.024622,4.35,0,LOW,2,2,28169.07,0,25.075000000000003,27.92,0.0,2,1152,81.26,0,19.02,LOW,NO_MAJOR_SIGNAL
MCH6119,2,15397.07,7698.535,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HayerLtd,Pharmacies,Individual,ASR,Punjab,ACTIVE,1262.04,5912.0,1,0,0,5.100072105480017,5.100072105480017,0.4191404794435474,0.4191404794435474,0.3074152279219972,0,0,0,0,0,0,2.3814546168878427e-05,1.0,0,3.63,LOW,1,0.267908,70.15,0,LOW,2,2,15397.07,0,20.55,22.92,0.0,2,4288,64.45,0,24.53,LOW,NO_MAJOR_SIGNAL
MCH6121,3,52390.0,17463.333333333332,3,2,2,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madan PLC,Retail,Private Limited,Bangalore,Karnataka,ACTIVE,1208.86,5311.0,1,0,0,13.446117278537908,13.446117278537908,0.684076512234505,0.684076512234505,0.8950440939013787,1,0,0,0,0,0,6.278601049146473e-05,1.0,0,21.23,LOW,1,0.116471,16.1,0,LOW,3,3,52390.0,0,39.76333333333333,43.96,0.0,3,1052,93.12,1,33.18,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6122,3,50738.32,16912.773333333334,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAI LTD,Transport,PRIVATE-LIMITED,Jalandar,Punjab,INACTIVE,2198.19,4131.0,1,0,0,6.693954268436001,6.693954268436001,0.684076512234505,0.684076512234505,0.8858526891069433,0,0,0,0,0,1,3.125710375873716e-05,1.0,0,7.85,LOW,1,0.271469,83.6,0,MEDIUM,3,3,50738.32,2,44.78333333333333,54.98,0.6666666666666666,3,1602,92.96,1,39.81,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6124,2,26505.44,13252.72,2,1,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.5778164203204571,0,1,0,0,0,0,0.0,1.0,0,9.98,LOW,1,0.179343,31.0,0,LOW,2,2,26505.44,0,24.25,27.71,0.0,2,4185,80.65,0,22.18,LOW,NO_MAJOR_SIGNAL
MCH6125,1,10464.89,10464.89,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.2003477828841137,0,0,0,0,0,0,0.0,1.0,0,1.67,LOW,1,0.261173,61.98,0,LOW,1,1,10464.89,0,21.32,21.32,0.0,1,79,35.41,1,23.99,LOW,SUSPICIOUS_NETWORK_COMPONENT
MCH6126,2,32437.9,16218.95,2,2,0,0,0,0.0,0.0,0.0,1.0,806.29,0.0,0.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.6727114644143585,0,0,0,1,0,0,0.0,1.0,0,17.96,LOW,1,0.182376,33.89,0,LOW,2,2,32437.9,1,42.075,58.51,0.5,2,3338,82.75,1,34.14,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6127,2,44407.85,22203.925,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.8266053906347037,1,0,0,0,0,0,0.0,1.0,0,16.23,LOW,1,0.188913,36.27,0,LOW,2,2,44407.85,0,37.375,43.11,0.0,2,4629,85.9,0,28.51,MEDIUM,NO_MAJOR_SIGNAL
MCH6128,3,60212.51,20070.836666666662,3,3,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.9326791702894052,0,1,0,0,0,0,0.0,1.0,0,11.42,LOW,1,0.210604,43.77,0,LOW,3,3,60212.509999999995,0,28.316666666666666,29.89,0.0,3,4835,93.78,1,32.24,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6129,2,24912.44,12456.22,2,2,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.5493727487268663,0,0,0,1,0,0,0.0,1.0,0,17.34,LOW,1,0.181372,32.77,0,LOW,2,2,24912.440000000002,0,24.810000000000002,24.93,0.0,2,1187,79.9,0,26.56,MEDIUM,NO_MAJOR_SIGNAL
MCH6130,2,2003.618569,1001.8092845,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.0544031797292261,0,0,0,0,0,0,0.0,1.0,0,2.37,LOW,1,0.265658,67.36,0,LOW,2,2,2003.618569,0,15.695,16.86,0.0,2,304,45.15,1,25.86,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6131,3,28818.11,9606.036666666669,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Dhar, Dada and Bakshi",CLOTHS,Partnership,Bangalore,Karnataka,ACTIVE,0.1921,,1,0,0,50004.39649488114,50004.39649488114,0.684076512234505,0.684076512234505,0.6142094149795057,0,0,0,0,0,0,0.2334931711445222,1.0,0,9.99,LOW,1,0.136224,20.46,0,LOW,3,3,28818.11,0,21.143333333333334,23.09,0.0,3,39,87.48,1,25.45,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6132,1,3809.97,3809.97,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.0837163085331014,0,0,0,0,0,0,0.0,1.0,0,1.09,LOW,1,0.2564,56.97,0,LOW,1,1,3809.97,1,43.85,43.85,1.0,1,24,26.1,1,23.99,LOW,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6133,2,39623.34,19811.67,2,2,0,0,0,0.0,0.0,0.0,1.0,5981.0,0.0,1.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.7738169171531487,0,0,0,1,0,0,0.0,1.0,0,18.46,LOW,1,0.18264,34.14,0,LOW,2,2,39623.34,0,29.185,31.13,0.0,2,96,84.84,0,28.38,MEDIUM,NO_MAJOR_SIGNAL
MCH6134,5,21745.87,4349.174,5,3,0,0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.9454105080114272,0.9454105080114272,0.4604396969320581,0,0,1,0,0,0,0.0,1.0,0,9.03,LOW,1,0.131793,19.52,0,LOW,5,5,58245.729999999996,1,28.378000000000004,49.74,0.2,5,2,97.85,1,26.49,MEDIUM,MANY_CONNECTED_USERS|HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH6136,2,7452.02,3726.01,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.145696186809092,1,0,0,0,0,0,0.0,1.0,0,12.82,LOW,1,0.185929,35.48,0,LOW,2,2,7452.02,0,27.755000000000003,37.34,0.0,2,4652,52.65,0,22.19,LOW,NO_MAJOR_SIGNAL
MCH6137,4,32959.08,8239.77,4,3,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sidhu, Ahuja and Kumar",Food,Partnership,bengaluru,Karnataka,ACTIVE,1574.67,5812.0,1,0,0,4.232696374478462,4.232696374478462,0.8575332256862501,0.8575332256862501,0.6821512855545895,1,0,0,0,0,0,1.976437609981093e-05,1.0,0,12.7,LOW,1,0.216569,47.07,0,LOW,4,4,32959.08,0,25.619999999999997,47.44,0.0,4,1937,91.77,1,33.14,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6138,4,20103.68,5025.92,4,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.4172152527636318,0,0,0,0,0,0,0.0,1.0,0,6.37,LOW,1,0.272312,91.01,0,MEDIUM,4,4,20103.68,0,18.425,23.18,0.0,4,511,80.72,1,36.62,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6140,4,55718.66,13929.665,4,3,0,0,0,0.0,0.0,0.0,1.0,1852.28,0.0,0.0,0.25,,,,,,,0.0,,0,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.9123090299341696,0,0,0,1,0,0,0.0,1.0,0,15.1,LOW,1,0.189662,36.8,0,LOW,4,4,55718.66,0,23.677500000000002,29.95,0.0,4,2342,96.25,1,32.66,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6141,2,17457.298916800002,8728.649458400001,2,1,0,0,0,0.0,0.0,0.0,1.0,378.3,0.0,1.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.3522543783380946,0,0,0,1,0,0,0.0,1.0,0,16.36,LOW,1,0.18128,32.61,0,LOW,2,2,17457.298916800002,0,22.205,27.5,0.0,2,2196,67.68,0,24.51,LOW,NO_MAJOR_SIGNAL
MCH6142,2,22635.25,11317.625,2,2,0,0,0,0.0,0.0,0.0,1.0,4479.85,0.0,0.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.4852813315116134,0,0,0,1,0,0,0.0,1.0,0,17.02,LOW,1,0.181829,33.1,0,LOW,2,2,22635.25,0,25.08,29.49,0.0,2,1061,76.08,1,31.1,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6143,1,0.297138,0.297138,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BARAL PLC,kirana,PARTNERSHIP,Calcutta,West Bengal,ACTIVE,1054.97,5411.0,1,0,0,-0.9997183445974768,0.9997183445974768,0.133461681778661,0.133461681778661,0.0154018134393243,0,0,0,0,0,0,4.668137661761654e-06,1.0,0,0.74,LOW,1,0.243835,52.25,0,LOW,1,1,0.297138,0,14.22,14.22,0.0,1,5790,19.79,0,14.26,LOW,NO_MAJOR_SIGNAL
MCH6144,1,42.0,42.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ravi-Dhingra,chemist,PRIVATE-LIMITED,Hyderabad,Telangana,ACTIVE,0.2686,5912.0,1,0,0,155.36634400595682,155.36634400595682,0.133461681778661,0.133461681778661,0.0268289653459197,0,0,0,0,0,0,0.0007254758160074,1.0,0,0.81,LOW,1,0.211441,44.18,0,LOW,1,1,42.0,0,14.75,14.75,0.0,1,4344,21.01,0,12.86,LOW,NO_MAJOR_SIGNAL
MCH6145,4,60120.36,15030.09,4,2,1,0,0,0.25,0.0,0.0,1.0,479.19,0.0,0.0,0.25,,,,,,,0.0,,0,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.9323065457707116,1,0,0,1,0,0,0.0,1.0,0,20.2,LOW,1,0.13255,19.69,0,LOW,4,4,60120.36,0,30.232499999999998,46.41,0.0,4,597,96.61,1,32.73,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH6146,2,11028.329999999998,5514.164999999999,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Handa LLC,MEDICAL_STORE,individual,ASR,Punjab,ACTIVE,-1061.38,5912.0,1,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.2106570612346292,1,0,0,0,0,0,0.0,1.0,0,13.15,LOW,1,0.189154,36.5,0,LOW,2,2,11028.329999999998,0,28.815,35.09,0.0,2,3692,57.83,0,23.2,LOW,NO_MAJOR_SIGNAL
MCH6148,2,2626.110503,1313.0552515,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sem, Aggarwa1 and Uppa1",DEPT_STORE,sole_proprietor,LKO,Uttar Pradesh,INACTIVE,3148.18,5311.0,1,0,0,-0.5829160811961197,0.5829160811961197,0.4191404794435474,0.4191404794435474,0.0644640417339461,0,0,0,0,0,1,2.721899149878808e-06,1.0,0,2.42,LOW,1,0.263319,63.87,0,LOW,2,2,2626.110503,0,15.035,16.65,0.0,2,367,46.03,0,20.21,LOW,NO_MAJOR_SIGNAL
MCH6150,1,0.7578,0.7578,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Chada, Vala and Merchant",Mobile Recharge,private_limited,Hyd,Telangana,INACTIVE,0.616,8140.0,1,0,0,0.2301948051948052,0.2301948051948052,0.133461681778661,0.133461681778661,0.0229785119860886,0,0,0,0,0,1,1.074883786497309e-06,1.0,0,0.78,LOW,1,0.246279,52.69,0,LOW,1,1,0.7578,0,15.92,15.92,0.0,1,1620,20.58,1,19.62,LOW,SUSPICIOUS_NETWORK_COMPONENT
