complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,complaint_id_raw,txn_id_raw,user_id_raw,merchant_id_raw,disputed_amount_negative_flag,disputed_amount_missing_flag,txn_id_missing_flag,transaction_timestamp_missing_flag,reported_timestamp_missing_flag,bank_response_timestamp_missing_flag,critical_flag,high_flag
CBK0000910,TXN00010888,USR26595,MCH8921,2026-01-27 00:00:00,2026-01-31 19:55:18,925.14,amount mismatch,User reports money deducted but merchant denies receiving payment.,Closed,2026-02-08 19:55:18,LOW,chatbot,CBK0000910,TXN00010888,USR26595,MCH 8921,0,0,0,0,0,0,0,0
CBK0002050,TXN00003990,USR78005,MCH8100,2026-01-22 20:54:00,2026-01-27 22:54:00,-5710.85,extra amount deducted,Customer says amount was debited twice.,CLOSED,,MEDIUM,CHATBOT,CBK0002050,TXN00003990,USR78005,MCH8100,1,0,0,0,0,1,0,0
CBK0002501,TXN74548,USR43280,MCH3768,2026-02-20 00:00:00,2026-02-22 23:25:00,-4626.55,no service,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,WIP,2026-02-27 23:25:00,HIGH,Call Center,CBK0002501,TXN74548,USR43280,MCH3768,1,0,0,0,0,0,0,1
CBK0002442,TXN00003496,USR17908,MCH1236,2026-01-12 17:43:35,2026-01-28 00:00:00,1706.49,service failed,Complaint received after multiple failed attempts.,Rejected,2026-02-24 01:43:00,HIGH,IVR,CBK0002442,TXN00003496,USR17908,MCH1236,0,0,0,0,0,0,0,1
CBK0002201,TXN00011553,USR33934,MCH1101,2026-02-07 13:14:25,2026-02-11 00:00:00,1996.81,account hacked,User says UPI PIN was not entered by them.,OPEN,2026-02-26 06:14:25,LOW,App,CBK0002201,TXN00011553,USR33934,mch1101,0,0,0,0,0,0,0,0
CBK0001113,TXN00011228,47724,3600,2026-01-19 04:34:00,2026-01-20 00:00:00,9827.0,login compromised,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,2026-02-14 00:00:00,LOW,IVR,CBK0001113,TXN00011228,47724,3600,0,0,0,0,0,0,0,0
CBK0001373,TXN00007769,24681,MCH6081,,2026-02-14 19:34:08,813.25,item not received,Suspicious high-value payment disputed by customer.,Resolved,2026-03-12 00:00:00,HIGH,chatbot,CBK0001373,TXN00007769,24681,MCH6081,0,0,0,1,0,0,0,1
CBK0001206,TXN00014973,USR48430,MCH4479,2026-02-17 19:55:56,2026-02-25 15:55:56,746.85,no service,Suspicious high-value payment disputed by customer.,Resolved,2026-02-25 00:00:00,HIGH,Call Center,CBK0001206,TXN00014973,USR 48430,MCH4479,0,0,0,0,0,0,0,1
CBK0000759,TXN00018597,USR54822,MCH1382,,2026-02-14 10:59:54,2898.66,login compromised,Merchant service was not delivered after payment.,Open,2026-02-16 10:59:54,MEDIUM,ivr,CBK0000759,TXN00018597,USR54822,mch1382,0,0,0,1,0,0,0,0
CBK0002772,TXN00008116,USR80305,MCH3781,2026-01-18 12:29:06,2026-01-20 00:00:00,1863.17,charged twice,User reports money deducted but merchant denies receiving payment.,Rejected,2026-02-15 00:00:00,LOW,IVR,CBK0002772,TXN00008116,USR80305,mch3781,0,0,0,0,0,0,0,0
CBK0000517,TXN00001323,USR53151,MCH9341,,2026-02-19 00:00:00,0.7329,no service,suspicious high-value payment disputed by customer.,REJECTED,2026-02-27 21:24:00,LOW,Branch,CBK0000517,TXN00001323,USR53151,MCH9341,0,0,0,1,0,0,0,0
CBK0001632,TXN00015576,USR12683,MCH9869,2026-03-19 05:30:23,2026-03-30 00:00:00,448.44,Fraud Suspected,Payment made to unknown merchant as per customer statement.,PENDING_BANK,,MEDIUM,App,CBK0001632,TXN00015576,USR12683,MCH9869,0,0,0,0,0,1,0,0
CBK0000927,TXN-00014638,USR14035,MCH9573,2026-03-12 17:36:00,2026-03-13 17:36:25,10765.79,Merchant Not Delivered,Customer complaint text unclear due to poor call center notes.,Open,2026-04-08 17:36:00,HIGH,CHATBOT,CBK0000927,txn-00014638,usr14035,MCH9573,0,0,0,0,0,0,0,1
CBK0002008,TXN00014274,USR40602,MCH5954,2026-02-14 00:00:00,2026-02-20 00:00:00,3293.82,delivery issue,Complaint received after multiple failed attempts.,Closed,2026-03-08 10:09:37,MEDIUM,ivr,CBK0002008,TXN00014274,USR40602,MCH-5954,0,0,0,0,0,0,0,0
CBK0000572,,USR58062,MCH2065,2026-02-18 22:15:46,2026-02-24 10:15:46,1849.53,UNAUTHORISED,Customer says amount was debited twice.,CLOSED,2026-03-15 00:00:00,MEDIUM,chatbot,CBK0000572,,USR58062,MCH2065,0,0,1,0,0,0,0,0
CBK0002708,TXN00018113,USR17556,MCH8377,2026-02-09 00:00:00,2026-02-12 17:45:31,987.42,login compromised,Complaint received after multiple failed attempts.,Rejected,2026-03-10 17:45:31,LOW,chatbot,CBK0002708,TXN00018113,USR17556,MCH-8377,0,0,0,0,0,0,0,0
CBK0002534,TXN00004493,USR76170,MCH3036,2026-01-11 21:56:00,2026-01-27 00:00:00,380.69,not delivered,merchant service was not delivered after payment.,WIP,,LOW,Email,CBK0002534,TXN00004493,USR76170,MCH3036,0,0,0,0,0,1,0,0
CBK0001209,TXN00009348,USR59740,4686,2026-02-24 00:00:00,2026-02-28 03:03:00,0.416,delivery issue,customer says transaction was not authorized.,IN_PROGRESS,2026-03-04 03:03:36,HIGH,Email,CBK0001209,TXN00009348,USR59740,4686,0,0,0,0,0,0,0,1
CBK0000339,TXN00013884,USR60939,MCH3878,2026-03-20 00:00:00,2026-03-27 00:00:00,3072.71,Account Takeover,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,,HIGH,ivr,CBK0000339,TXN00013884,USR60939,MCH3878,0,0,0,0,0,1,0,1
CBK0002282,TXN00008893,USR74390,MCH7259,2026-01-05 00:00:00,,2546.9,DUP_DEBIT,customer says transaction was not authorized.,Open,2026-01-13 13:43:40,LOW,IVR,CBK0002282,TXN00008893,USR74390,MCH-7259,0,0,0,0,1,0,0,0
CBK0000767,TXN00010641,USR98061,MCH3815,2026-03-29 20:15:00,2026-04-02 15:15:00,9500.5,not done by me,Customer complaint text unclear due to poor call center notes. call dropped,In Progress,2026-04-08 00:00:00,CRITICAL,IVR,CBK0000767,TXN00010641,USR98061,MCH 3815,0,0,0,0,0,0,1,0
CBK0000327,TXN00011503,USR-76772,MCH5900,2026-02-27 00:00:00,2026-02-28 02:10:08,1191.08,item not received,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,In Progress,2026-03-14 02:10:08,HIGH,Email,CBK0000327,TXN00011503,USR-76772,MCH5900,0,0,0,0,0,0,0,1
CBK0001061,TXN00007622,USR22939,MCH5921,2026-03-19 09:34:00,2026-03-24 00:00:00,494.63,Fraud Suspected,Suspicious high-value payment disputed by customer.,Closed,,LOW,ivr,CBK0001061,TXN00007622,USR22939,MCH5921,0,0,0,0,0,1,0,0
CBK0002712,TXN00006919,USR19070,MCH8672,2026-02-27 00:00:00,2026-02-28 10:57:53,3151.9,UNAUTHORISED,Complaint received after multiple failed attempts.,IN_PROGRESS,2026-02-28 00:00:00,LOW,CHATBOT,CBK0002712,TXN00006919,USR19070,MCH8672,0,0,0,0,0,0,0,0
CBK0000480,TXN86757,USR73796,MCH8391,2026-01-27 05:48:48,2026-02-02 00:00:00,1161.24,Service Not Provided,Customer complaint text unclear due to poor call center notes.,WIP,2026-02-25 00:00:00,CRITICAL,App,CBK0000480,TXN86757,USR 73796,MCH8391,0,0,0,0,0,0,1,0
CBK0002420,TXN00008321,USR20361,MCH3420,2026-03-01 00:00:00,2026-01-04 00:00:00,535.96,delivery issue,User claims account was compromised before transaction.,Open,2026-01-17 02:37:00,LOW,Call Center,CBK0002420,TXN00008321,usr20361,MCH3420,0,0,0,0,0,0,0,0
CBK0000958,TXN-00001617,30500,MCH8058,2026-02-19 00:00:00,2026-02-20 21:55:40,4597.83,complaint,suspicious high-value payment disputed by customer.,CLOSED,2026-10-03 00:00:00,HIGH,App,CBK0000958,txn-00001617,30500,MCH-8058,0,0,0,0,0,0,0,1
CBK0001047,TXN00016988,USR-13912,MCH5655,2026-02-25 00:00:00,2026-03-07 00:00:00,,extra amount deducted,User claims account was compromised before transaction.,Rejected,2026-03-15 14:47:00,MEDIUM,Call Center,CBK0001047,TXN00016988,USR-13912,MCH5655,0,1,0,0,0,0,0,0
CBK0001922,TXN00008651,USR68820,MCH5076,2026-01-13 17:01:00,2026-01-18 20:01:00,,extra amount deducted,User claims account was compromised before transaction. call dropped,WIP,2026-01-22 00:00:00,MEDIUM,App,CBK0001922,TXN00008651,USR68820,MCH5076,0,1,0,0,0,0,0,0
CBK0000900,TXN00012289,71316,MCH8769,2026-01-12 18:30:00,2026-01-15 03:30:00,5071.86,unauth txn,User reports money deducted but merchant denies receiving payment.,RESOLVED,,LOW,CHATBOT,CBK0000900,TXN00012289,71316,MCH8769,0,0,0,0,0,1,0,0
CBK0000694,TXN00013258,USR41874,MCH7151,2026-03-28 02:05:31,2026-03-28 09:05:00,0.6771,login compromised,Customer says amount was debited twice.,RESOLVED,2026-03-31 00:00:00,MEDIUM,Call Center,CBK0000694,TXN00013258,USR41874,MCH7151,0,0,0,0,0,0,0,0
CBK0002470,TXN00016541,USR51854,MCH2925,2026-03-05 00:00:00,2026-03-01 00:00:00,1089.44,Account Takeover,complaint received after multiple failed attempts.,PENDING_BANK,,MEDIUM,ivr,CBK0002470,TXN00016541,USR51854,MCH2925,0,0,0,0,0,1,0,0
CBK0002477,TXN-00002165,USR-81636,MCH5914,2026-01-31 00:00:00,2026-02-03 00:00:00,1048.77,Duplicate Debit,Customer complaint text unclear due to poor call center notes. call dropped,Rejected,,MEDIUM,IVR,CBK0002477,txn-00002165,USR-81636,MCH5914,0,0,0,0,0,1,0,0
CBK0000197,TXN00003861,USR-66175,MCH7332,2026-10-01 00:00:00,2026-01-21 00:00:00,792.03,item not received,Customer says amount was debited twice.,PENDING_BANK,2026-01-26 01:48:00,CRITICAL,IVR,CBK0000197,TXN00003861,USR-66175,MCH7332,0,0,0,0,0,0,1,0
CBK0002637,TXN00001839,USR69852,MCH4722,2026-01-07 00:00:00,2026-01-08 00:00:00,1071.92,extra amount deducted,User reports money deducted but merchant denies receiving payment.,Rejected,2026-01-30 00:00:00,MEDIUM,ivr,CBK0002637,TXN00001839,usr69852,MCH4722,0,0,0,0,0,0,0,0
CBK0000189,TXN00016753,USR71099,MCH5189,2026-03-11 00:00:00,2026-03-13 00:00:00,390.5,unauthorized_transaction,Merchant service was not delivered after payment.,In Progress,2026-03-31 00:00:00,LOW,ivr,CBK0000189,TXN00016753,USR71099,MCH 5189,0,0,0,0,0,0,0,0
CBK0002413,TXN00012907,USR20360,MCH3281,2026-03-28 23:07:22,2026-04-08 00:00:00,,Fraud Suspected,user claims account was compromised before transaction.,REJECTED,,LOW,ivr,CBK0002413,TXN00012907,USR20360,MCH 3281,0,1,0,0,0,1,0,0
CBK0002078,TXN00013096,USR_13449,MCH5614,2026-03-25 00:00:00,2026-03-26 21:45:47,8307.14,delivery issue,User says UPI PIN was not entered by them. details missing,Rejected,2026-04-25 21:45:47,CRITICAL,CHATBOT,CBK0002078,TXN00013096,usr_13449,MCH5614,0,0,0,0,0,0,1,0
CBK0001303,TXN00010018,USR33354,MCH2266,2026-01-05 21:41:53,2026-01-11 00:00:00,,Account Takeover,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Pending Bank,2026-01-22 00:00:00,LOW,Email,CBK0001303,TXN00010018,USR33354,MCH2266,0,1,0,0,0,0,0,0
CBK0000502,TXN00008686,USR99756,7813,2026-01-31 00:00:00,2026-02-08 00:00:00,-969.45,Unauthorized Transaction,Complaint received after multiple failed attempts. details missing,WIP,2026-02-12 11:23:00,LOW,CHATBOT,CBK0000502,TXN00008686,USR 99756,7813,1,0,0,0,0,0,0,0
CBK0001312,TXN00000939,USR61151,2302,2026-03-25 00:00:00,2026-03-26 13:58:00,3776.84,item not received,User reports money deducted but merchant denies receiving payment.,Pending Bank,2026-04-03 00:00:00,MEDIUM,App,CBK0001312,TXN00000939,USR61151,2302,0,0,0,0,0,0,0,0
CBK0002722,TXN00008498,USR48374,MCH8230,2026-02-01 00:00:00,2026-02-16 00:00:00,2342.66,unauthorized_transaction,Payment made to unknown merchant as per customer statement.,PENDING_BANK,,LOW,IVR,CBK0002722,TXN00008498,USR48374,MCH8230,0,0,0,0,0,1,0,0
CBK0002180,TXN00006743,USR42798,MCH5884,2026-01-19 09:16:00,2026-01-21 00:00:00,,service failed,Customer complaint text unclear due to poor call center notes.,Open,2026-02-12 00:00:00,MEDIUM,chatbot,CBK0002180,TXN00006743,USR42798,MCH5884,0,1,0,0,0,0,0,0
CBK0001816,TXN00015001,USR18056,MCH5439,2026-01-28 22:09:00,2026-01-31 00:00:00,,merchant service issue,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,WIP,2026-02-24 00:00:00,CRITICAL,Branch,CBK0001816,TXN00015001,USR18056,MCH 5439,0,1,0,0,0,0,1,0
CBK0002481,TXN00007235,USR46308,MCH7175,2026-02-05 00:00:00,2026-02-05 22:26:56,1820.07,account hacked,Customer complaint text unclear due to poor call center notes. details missing,Closed,2026-02-27 00:00:00,LOW,Branch,CBK0002481,TXN00007235,USR46308,MCH7175,0,0,0,0,0,0,0,0
CBK0002505,TXN00001789,USR80522,MCH9097,2026-01-29 00:00:00,2026-02-01 00:00:00,3163.91,Unauthorized Transaction,User reports money deducted but merchant denies receiving payment.,Closed,2026-02-14 07:52:00,LOW,IVR,CBK0002505,TXN00001789,USR80522,MCH9097,0,0,0,0,0,0,0,0
CBK0002053,TXN00001807,USR20076,MCH6717,2026-03-03 11:20:09,,,not done by me,Complaint received after multiple failed attempts.,In Progress,2026-04-04 22:20:00,LOW,chatbot,CBK0002053,TXN00001807,USR20076,mch6717,0,1,0,0,1,0,0,0
CBK0001042,TXN00008638,USR63231,MCH1737,2026-03-30 07:31:00,2026-04-06 00:00:00,1056.33,not delivered,Payment made to unknown merchant as per customer statement.,OPEN,2026-05-01 00:00:00,LOW,Branch,CBK0001042,TXN00008638,usr63231,MCH1737,0,0,0,0,0,0,0,0
CBK0002382,TXN00016574,USR34643,MCH1066,2026-01-25 00:00:00,2026-02-01 00:00:00,2828.9,Customer Dispute,Customer says amount was debited twice.,Resolved,2026-02-07 11:12:20,MEDIUM,Email,CBK0002382,TXN00016574,USR34643,mch1066,0,0,0,0,0,0,0,0
CBK0001733,TXN00011566,USR90212,MCH4811,2026-02-22 00:00:00,2026-02-25 00:00:00,248.1,suspicious transaction,Merchant service was not delivered after payment.,Pending Bank,2026-03-01 00:00:00,CRITICAL,chatbot,CBK0001733,TXN00011566,USR90212,MCH4811,0,0,0,0,0,0,1,0
CBK0000660,TXN00008654,USR14580,MCH7394,2026-01-20 00:00:00,2026-01-23 00:00:00,3655.6,unauthorized_transaction,user claims account was compromised before transaction.,Open,2026-01-25 03:57:35,HIGH,Branch,CBK0000660,TXN00008654,USR14580,MCH7394,0,0,0,0,0,0,0,1
CBK0000218,TXN00002930,USR27533,MCH9381,2026-03-28 16:07:00,2026-03-30 00:00:00,1968.12,Customer Dispute,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,PENDING_BANK,2026-04-13 00:00:00,LOW,ivr,CBK0000218,TXN00002930,USR27533,MCH9381,0,0,0,0,0,0,0,0
CBK0002688,TXN-00016086,USR48363,MCH5076,2026-03-27 10:48:00,2026-04-06 00:00:00,756.07,not done by me,Merchant service was not delivered after payment.,Open,2026-04-10 00:00:00,HIGH,chatbot,CBK0002688,txn-00016086,USR48363,MCH5076,0,0,0,0,0,0,0,1
CBK0000079,TXN00000789,USR54133,MCH8683,2026-02-23 18:15:33,2026-02-26 00:00:00,0.7945,account hacked,Payment made to unknown merchant as per customer statement.,Open,2026-03-08 11:15:00,HIGH,IVR,CBK0000079,TXN00000789,USR54133,MCH8683,0,0,0,0,0,0,0,1
CBK0001734,TXN00004267,USR-92771,5698,2026-02-01 00:00:00,2026-02-04 00:00:00,3750.2,service failed,Customer says amount was debited twice.,Pending Bank,2026-02-22 00:00:00,LOW,IVR,CBK0001734,TXN00004267,USR-92771,5698,0,0,0,0,0,0,0,0
CBK0000420,TXN-00012872,USR39569,MCH7219,2026-01-18 15:00:47,2026-01-19 00:00:00,4857.19,account hacked,merchant service was not delivered after payment.,IN_PROGRESS,2026-01-20 11:00:00,HIGH,App,CBK0000420,txn-00012872,USR39569,MCH7219,0,0,0,0,0,0,0,1
CBK0001750,TXN00009063,USR58335,MCH4473,2026-01-14 00:00:00,2026-01-15 00:00:00,91.6,scam,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,In Progress,2026-01-23 00:00:00,LOW,CHATBOT,CBK0001750,TXN00009063,USR58335,MCH4473,0,0,0,0,0,0,0,0
CBK0001185,TXN-00000818,USR41564,MCH5530,2026-03-30 00:00:00,,1592.73,Service Not Provided,complaint received after multiple failed attempts.,Resolved,2026-12-04 00:00:00,LOW,Branch,CBK0001185,txn-00000818,USR41564,MCH-5530,0,0,0,0,1,0,0,0
CBK0002457,TXN00014853,USR16306,MCH6850,2026-02-02 00:00:00,2026-02-10 00:00:00,415.04,FRAUD,user reports money deducted but merchant denies receiving payment.,IN_PROGRESS,2026-02-22 00:00:00,MEDIUM,CHATBOT,CBK0002457,TXN00014853,USR16306,MCH6850,0,0,0,0,0,0,0,0
CBK0001775,TXN00001597,USR33934,MCH8773,2026-03-15 10:02:06,2026-03-21 05:02:00,13348.89,service failed,Complaint received after multiple failed attempts.,PENDING_BANK,2026-04-17 00:00:00,CRITICAL,chatbot,CBK0001775,TXN00001597,USR33934,MCH8773,0,0,0,0,0,0,1,0
CBK0001338,TXN00008410,USR54797,MCH3300,2026-01-20 08:42:27,2026-01-30 00:00:00,896.23,complaint,Customer says amount was debited twice. NA,Closed,2026-02-14 10:42:27,MEDIUM,Branch,CBK0001338,TXN00008410,USR54797,MCH3300,0,0,0,0,0,0,0,0
CBK0000599,TXN00007573,USR52697,MCH5655,2026-02-24 14:14:20,2026-03-01 16:14:00,10313.56,Wrong Amount,User says UPI PIN was not entered by them. details missing,Resolved,,LOW,chatbot,CBK0000599,TXN00007573,usr52697,MCH5655,0,0,0,0,0,1,0,0
CBK0000865,TXN00005760,USR36182,MCH2554,2026-03-28 00:00:00,2026-03-29 00:00:00,,incorrect amount,merchant service was not delivered after payment.,Rejected,,MEDIUM,Email,CBK0000865,TXN00005760,USR36182,MCH2554,0,1,0,0,0,1,0,0
CBK0000914,TXN00001042,USR12183,MCH7351,2026-03-02 00:00:00,2026-03-05 00:00:00,1526.17,fraud,Payment made to unknown merchant as per customer statement. call dropped,Pending Bank,2026-03-31 00:00:00,HIGH,Branch,CBK0000914,TXN00001042,USR12183,MCH7351,0,0,0,0,0,0,0,1
CBK0001726,TXN00001821,USR85403,MCH4473,2026-03-10 00:00:00,2026-03-15 00:00:00,12679.09,customer issue,Suspicious high-value payment disputed by customer.,Resolved,2026-04-07 15:22:15,MEDIUM,chatbot,CBK0001726,TXN00001821,usr85403,MCH-4473,0,0,0,0,0,0,0,0
CBK0001477,TXN00009790,USR72887,MCH3200,2026-03-16 00:00:00,2026-04-01 00:00:00,996.46,item not received,User says UPI PIN was not entered by them. details missing,Open,,CRITICAL,ivr,CBK0001477,TXN00009790,USR72887,mch3200,0,0,0,0,0,1,1,0
CBK0001295,TXN00016726,USR89004,MCH8117,2026-02-21 00:00:00,2026-02-22 00:00:00,2235.82,DUP_DEBIT,Customer says amount was debited twice.,RESOLVED,,HIGH,Email,CBK0001295,TXN00016726,USR89004,MCH8117,0,0,0,0,0,1,0,1
CBK0002703,TXN00019588,USR14075,MCH4041,2026-01-14 23:39:02,2026-01-25 00:00:00,,complaint,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,Closed,2026-02-10 14:39:02,MEDIUM,CHATBOT,CBK0002703,TXN00019588,USR14075,MCH4041,0,1,0,0,0,0,0,0
CBK0002473,TXN00000154,USR28902,MCH1260,2026-02-05 15:50:37,2026-02-06 00:00:00,2025.66,FRAUD,User says UPI PIN was not entered by them.,CLOSED,,LOW,ivr,CBK0002473,TXN00000154,USR28902,mch1260,0,0,0,0,0,1,0,0
CBK0001392,,USR33175,MCH7321,,2026-03-26 00:00:00,5482.08,customer issue,Customer says transaction was not authorized.,REJECTED,,LOW,CHATBOT,CBK0001392,,USR 33175,mch7321,0,0,1,1,0,1,0,0
CBK0002117,TXN00006808,74813,MCH2757,2026-02-25 00:00:00,2026-02-26 00:00:00,8430.86,Merchant Not Delivered,Complaint received after multiple failed attempts.,WIP,,HIGH,Call Center,CBK0002117,TXN00006808,74813,MCH2757,0,0,0,0,0,1,0,1
CBK0001739,TXN00013116,USR38088,MCH8068,,2026-02-22 00:00:00,1464.53,Service Not Provided,Customer complaint text unclear due to poor call center notes.,Closed,2026-02-22 20:32:19,MEDIUM,App,CBK0001739,TXN00013116,USR38088,MCH8068,0,0,0,1,0,0,0,0
CBK0002665,TXN00001173,USR21421,MCH3004,2026-02-24 16:17:15,2026-03-04 00:00:00,-1898.31,Unauthorized Transaction,Customer says amount was debited twice.,CLOSED,2026-03-08 00:00:00,MEDIUM,App,CBK0002665,TXN00001173,usr21421,MCH3004,1,0,0,0,0,0,0,0
CBK0002276,TXN00012334,USR12381,MCH9291,2026-03-16 09:05:00,2026-03-19 18:05:30,1521.74,delivery issue,Suspicious high-value payment disputed by customer.,PENDING_BANK,2026-03-25 18:05:30,HIGH,Call Center,CBK0002276,TXN00012334,USR12381,MCH9291,0,0,0,0,0,0,0,1
CBK0002063,,USR49752,MCH9689,,2026-02-08 08:29:00,2009.64,incorrect amount,User says UPI PIN was not entered by them.,In Progress,2026-02-18 08:29:00,MEDIUM,chatbot,CBK0002063,,USR49752,MCH9689,0,0,1,1,0,0,0,0
CBK0002620,TXN00011524,USR26051,MCH4344,2026-02-11 00:00:00,2026-02-14 00:00:00,0.3021,incorrect amount,Payment made to unknown merchant as per customer statement.,Resolved,2026-02-14 00:00:00,LOW,App,CBK0002620,TXN00011524,usr26051,mch4344,0,0,0,0,0,0,0,0
CBK0001539,TXN60420,USR95104,MCH5264,2026-03-17 00:00:00,2026-03-19 00:00:00,1505.75,double debit,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,IN_PROGRESS,2026-03-29 02:14:00,MEDIUM,IVR,CBK0001539,TXN60420,USR95104,MCH5264,0,0,0,0,0,0,0,0
CBK0001846,TXN00008496,USR13261,MCH8062,2026-03-13 23:44:00,2026-03-14 00:00:00,-2662.81,delivery issue,Customer says amount was debited twice.,CLOSED,2026-03-24 00:00:00,LOW,chatbot,CBK0001846,TXN00008496,USR13261,MCH8062,1,0,0,0,0,0,0,0
CBK0000072,TXN00004747,USR48250,MCH3100,2026-01-28 00:00:00,2026-01-30 00:00:00,11808.21,extra amount deducted,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,Pending Bank,2026-02-17 00:00:00,MEDIUM,Call Center,CBK0000072,TXN00004747,USR 48250,MCH3100,0,0,0,0,0,0,0,0
CBK0001511,TXN00013557,USR53356,MCH4473,2026-02-19 00:00:00,2026-02-19 00:00:00,5693.78,delivery issue,Customer says transaction was not authorized.,Open,2026-03-03 00:00:00,LOW,ivr,CBK0001511,TXN00013557,USR53356,MCH4473,0,0,0,0,0,0,0,0
CBK0001413,TXN00017513,USR39726,MCH5273,2026-01-22 00:00:00,2026-01-28 00:00:00,24586.31,UNAUTHORISED,Customer complaint text unclear due to poor call center notes.,Closed,2026-02-25 00:00:00,LOW,App,CBK0001413,TXN00017513,usr39726,MCH5273,0,0,0,0,0,0,0,0
CBK0000508,TXN00001829,USR40362,MCH3161,2026-01-09 04:04:00,2026-01-11 00:00:00,0.3042,ATO,User claims account was compromised before txn.,PENDING_BANK,2026-01-21 00:00:00,HIGH,Call Center,CBK0000508,TXN00001829,USR 40362,MCH-3161,0,0,0,0,0,0,0,1
CBK0001328,TXN00010089,USR22644,MCH2208,2026-03-10 00:00:00,2026-03-13 10:52:00,,extra amount deducted,Customer says amount was debited twice.,WIP,,LOW,chatbot,CBK0001328,TXN00010089,USR 22644,MCH2208,0,1,0,0,0,1,0,0
CBK0001995,TXN00000490,USR75856,9865,2026-01-11 00:00:00,2026-01-16 17:52:00,3134.07,Wrong Amount,Customer complaint text unclear due to poor call center notes.,RESOLVED,,LOW,Call Center,CBK0001995,TXN00000490,USR75856,9865,0,0,0,0,0,1,0,0
CBK0001170,TXN00012807,USR_97772,MCH1838,2026-03-26 00:00:00,2026-03-27 18:57:00,0.122,Merchant Not Delivered,Customer says amount was debited twice.,OPEN,2026-04-02 00:00:00,LOW,ivr,CBK0001170,TXN00012807,usr_97772,mch1838,0,0,0,0,0,0,0,0
CBK0002275,TXN-00002106,USR75120,MCH3728,2026-01-24 13:15:51,2026-01-24 00:00:00,-3875.59,UNAUTHORISED,Complaint received after multiple failed attempts.,Pending Bank,2026-02-20 00:00:00,MEDIUM,App,CBK0002275,txn-00002106,USR75120,MCH3728,1,0,0,0,0,0,0,0
CBK0002706,TXN00012918,USR27107,MCH6044,,,2316.9,unauthorized_transaction,merchant service was not delivered after payment.,Closed,2026-02-04 00:00:00,MEDIUM,CHATBOT,CBK0002706,TXN00012918,USR27107,MCH6044,0,0,0,1,1,0,0,0
CBK0001935,TXN00012027,USR97416,MCH5463,2026-01-13 00:00:00,2026-01-15 00:00:00,-1274.02,Unauthorized Transaction,Payment made to unknown merchant as per customer statement.,RESOLVED,2026-02-13 00:00:00,LOW,Branch,CBK0001935,TXN00012027,USR97416,MCH5463,1,0,0,0,0,0,0,0
CBK0001749,TXN00000318,USR51808,MCH7982,2026-01-29 15:34:00,2026-03-16 00:00:00,,Customer Dispute,Payment made to unknown merchant as per customer statement.,OPEN,2026-03-25 00:00:00,LOW,App,CBK0001749,TXN00000318,USR 51808,MCH7982,0,1,0,0,0,0,0,0
CBK0001333,TXN00003302,USR97772,MCH2026,2026-03-23 00:00:00,2026-04-02 16:40:00,1169.68,Duplicate Debit,Payment made to unknown merchant as per cust statement.,Closed,,MEDIUM,IVR,CBK0001333,TXN00003302,USR97772,MCH2026,0,0,0,0,0,1,0,0
CBK0002118,TXN00008403,USR17197,MCH4473,2026-06-01 00:00:00,2026-01-17 11:54:07,0.1117,unauth txn,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,PENDING_BANK,2026-01-29 11:54:07,MEDIUM,Email,CBK0002118,TXN00008403,USR17197,mch4473,0,0,0,0,0,0,0,0
CBK0002353,TXN00017005,USR_93920,MCH5156,2026-03-01 06:38:00,2026-03-31 21:38:30,10880.54,Merchant Not Delivered,Customer says amount was debited twice.,OPEN,2026-04-03 00:00:00,MEDIUM,CHATBOT,CBK0002353,TXN00017005,usr_93920,MCH5156,0,0,0,0,0,0,0,0
CBK0001855,TXN00003379,USR73010,MCH6457,2026-03-26 11:09:24,2026-03-28 11:09:00,5587.77,charged twice,Customer says transaction was not authorized.,Pending Bank,2026-04-20 11:09:24,CRITICAL,App,CBK0001855,TXN00003379,USR73010,mch6457,0,0,0,0,0,0,1,0
CBK0001165,TXN00010766,USR24002,MCH2065,2026-01-01 23:56:29,,2510.0,DUP_DEBIT,suspicious high-value payment disputed by customer.,WIP,2026-01-20 00:00:00,LOW,Branch,CBK0001165,TXN00010766,USR24002,MCH2065,0,0,0,0,1,0,0,0
