component_id,user_count,merchant_count,edge_count,total_transactions,total_amount,total_chargebacks,chargeback_rate,network_density,max_shared_users_per_merchant,shared_merchant_count,avg_relationship_risk,max_relationship_risk,network_risk_score,risk_band,signals
681,7,2,8,8,135906.3,1,0.125,0.5714,5,2,29.05,54.58,50.12,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
288,7,2,8,8,121271.78,1,0.125,0.5714,5,2,28.84,59.42,50.08,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
492,7,2,8,8,81662.59,1,0.125,0.5714,5,2,28.64,70.38,50.04,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
4104,7,2,8,8,91821.37,1,0.125,0.5714,5,2,28.59,50.85,50.03,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2667,5,3,7,7,93500.46,1,0.1429,0.4667,5,1,29.08,46.78,50.01,HIGH,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
945,19,6,24,24,244204.95,3,0.125,0.2105,7,6,28.46,54.62,50.0,HIGH,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
316,7,2,8,8,116365.76,1,0.125,0.5714,5,2,28.18,57.34,49.95,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
4230,5,2,6,6,65242.76,1,0.1667,0.6,3,2,27.0,57.23,49.95,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
336,7,2,8,8,113228.27,1,0.125,0.5714,5,2,28.16,52.8,49.95,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1296,9,2,10,10,139539.12,1,0.1,0.5556,6,2,30.47,49.89,49.9,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2571,6,2,7,7,102801.02,1,0.1429,0.5833,4,2,29.15,54.31,49.86,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
111,6,2,7,7,77501.56,1,0.1429,0.5833,4,2,29.09,44.5,49.85,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1444,5,2,6,6,33369.13,1,0.1667,0.6,3,2,26.48,47.08,49.85,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1747,6,2,7,7,97249.96,1,0.1429,0.5833,4,2,28.95,56.1,49.82,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1393,9,2,10,10,101116.69,1,0.1,0.5556,6,2,29.99,51.17,49.81,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
186,23,8,30,30,348726.33,5,0.1667,0.163,5,8,28.4,60.74,49.71,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
278,7,2,8,8,96617.93,1,0.125,0.5714,5,2,26.82,45.86,49.68,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1771,10,4,13,13,119134.34,2,0.1538,0.325,5,4,28.56,55.6,49.66,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1537,7,2,8,8,87337.69,1,0.125,0.5714,5,2,26.51,49.53,49.62,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1457,18,7,24,24,256136.62,3,0.125,0.1905,7,7,28.44,52.05,49.6,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1432,5,2,6,6,55379.63,1,0.1667,0.6,3,2,25.19,52.03,49.59,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
477,7,2,8,8,82022.97,1,0.125,0.5714,5,2,26.3,52.76,49.57,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2170,9,4,12,12,137779.91,2,0.1667,0.3333,4,4,32.4,75.57,49.54,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1164,6,2,7,7,59721.35,1,0.1429,0.5833,4,2,27.18,44.93,49.47,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1421,7,2,8,8,82982.77,1,0.125,0.5714,5,2,25.73,50.18,49.46,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
4069,6,2,7,7,83609.73,1,0.1429,0.5833,4,2,27.13,47.94,49.45,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
868,6,2,7,7,93974.26,1,0.1429,0.5833,4,2,27.12,55.4,49.45,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
245,26,8,33,33,373942.29,4,0.1212,0.1587,7,7,29.95,62.27,49.45,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
15,7,2,8,8,77411.68,1,0.125,0.5714,5,2,25.58,57.74,49.43,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2030,6,2,7,7,66867.47,1,0.1429,0.5833,4,2,26.73,59.7,49.38,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
731,45,20,64,64,735655.45,9,0.1406,0.0711,6,17,31.42,75.99,49.33,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
832,8,1,8,8,92213.71,0,0.0,1.0,8,1,22.86,31.82,49.33,MEDIUM,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|LARGE_CONNECTED_CLUSTER
788,9,4,12,12,161942.24,2,0.1667,0.3333,4,4,31.27,68.15,49.31,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2772,10,4,13,13,130098.73,2,0.1538,0.325,5,3,26.71,52.19,49.29,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
3458,4,3,6,6,76244.81,1,0.1667,0.5,3,2,33.65,58.89,49.28,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
1256,6,2,7,7,74868.45,1,0.1429,0.5833,4,2,26.12,48.53,49.25,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1727,6,2,7,7,84680.49,1,0.1429,0.5833,4,2,26.01,50.4,49.23,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
295,9,2,10,10,92184.92,1,0.1,0.5556,6,2,26.59,55.65,49.12,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1019,6,2,7,7,47346.84,1,0.1429,0.5833,4,2,25.47,46.19,49.12,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
91,24,11,34,34,306579.25,5,0.1471,0.1288,6,9,27.15,53.92,49.09,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2721,11,3,13,13,180996.38,1,0.0769,0.3939,8,2,29.38,58.64,49.09,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|LARGE_CONNECTED_CLUSTER
2128,7,2,8,8,57921.7,1,0.125,0.5714,5,2,23.51,45.27,49.02,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
885,7,2,8,8,117752.98,1,0.125,0.5714,4,2,35.71,54.38,48.96,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
607,9,2,10,10,103035.92,1,0.1,0.5556,6,2,25.62,56.47,48.93,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
857,8,2,9,9,110905.12,1,0.1111,0.5625,5,2,30.93,50.13,48.81,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1427,11,4,14,14,144130.33,2,0.1429,0.3182,5,3,29.47,67.1,48.48,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
49,13,4,16,16,169231.54,2,0.125,0.3077,6,3,27.58,54.61,48.43,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
719,27,10,36,36,409076.42,5,0.1389,0.1333,6,9,27.73,59.67,48.4,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
3342,15,6,20,20,281973.17,3,0.15,0.2222,5,6,30.15,53.92,48.32,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2549,8,2,9,9,132157.59,1,0.1111,0.5625,5,2,28.03,53.07,48.23,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2100,7,2,8,8,118865.67,1,0.125,0.5714,4,2,31.79,55.64,48.17,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
551,7,1,7,7,89876.21,0,0.0,1.0,7,1,30.57,46.93,48.12,MEDIUM,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|LARGE_CONNECTED_CLUSTER
438,5,3,7,7,94105.95,1,0.1429,0.4667,4,2,31.72,58.8,48.04,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1766,8,2,9,9,67746.03,1,0.1111,0.5625,5,2,26.87,61.79,48.0,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2558,4,3,6,6,49417.06,1,0.1667,0.5,3,2,27.08,52.91,47.97,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
410,7,2,8,8,75275.33,1,0.125,0.5714,4,2,30.27,70.49,47.87,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2677,7,2,8,8,94843.83,1,0.125,0.5714,4,2,30.03,54.91,47.82,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
567,28,8,35,35,359011.37,4,0.1143,0.1562,7,8,25.68,57.96,47.81,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
155,7,2,8,8,102511.59,1,0.125,0.5714,4,2,29.91,48.84,47.8,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
479,14,4,17,17,233274.05,2,0.1176,0.3036,6,4,28.66,60.8,47.77,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
918,25,9,33,33,436366.08,3,0.0909,0.1467,8,8,29.13,74.68,47.76,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|LARGE_CONNECTED_CLUSTER
1480,5,3,7,7,77772.87,1,0.1429,0.4667,4,2,30.15,47.53,47.73,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
172,4,3,6,6,59949.92,1,0.1667,0.5,3,2,25.77,50.66,47.7,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
1353,8,2,9,9,72837.52,1,0.1111,0.5625,5,2,25.38,53.8,47.7,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
3816,10,4,13,13,176199.21,2,0.1538,0.325,4,4,30.79,59.74,47.61,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
281,14,7,20,20,245777.44,3,0.15,0.2041,5,6,28.0,53.47,47.53,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
78,20,7,26,26,209935.74,3,0.1154,0.1857,7,7,23.75,56.04,47.53,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
185,7,2,8,8,89378.93,1,0.125,0.5714,4,2,28.19,61.63,47.45,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1713,7,2,8,8,86885.47,1,0.125,0.5714,4,2,28.02,51.78,47.42,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1073,8,2,9,9,44127.02,1,0.1111,0.5625,5,2,23.56,48.65,47.34,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
723,8,2,9,9,77012.97,1,0.1111,0.5625,5,2,23.2,49.48,47.27,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
714,8,3,10,10,137443.16,1,0.1,0.4167,6,2,29.95,75.33,47.02,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1624,12,2,13,13,205230.86,0,0.0,0.5417,10,2,27.03,48.08,46.96,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|LARGE_CONNECTED_CLUSTER
1366,8,3,10,10,99986.23,1,0.1,0.4167,6,2,29.59,56.08,46.95,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1630,7,2,8,8,64195.76,1,0.125,0.5714,4,2,25.61,51.62,46.94,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2560,8,3,10,10,125150.09,1,0.1,0.4167,6,3,29.47,53.68,46.92,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1273,10,4,13,13,156900.14,2,0.1538,0.325,4,4,26.93,59.68,46.83,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1922,11,3,13,13,152018.33,1,0.0769,0.3939,7,3,30.31,48.45,46.78,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|LARGE_CONNECTED_CLUSTER
1516,5,3,7,7,89826.61,1,0.1429,0.4667,3,3,37.78,70.77,46.75,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1100,4,3,6,6,87695.02,1,0.1667,0.5,2,3,33.46,54.57,46.74,MEDIUM,MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
2262,7,2,8,8,66226.77,1,0.125,0.5714,4,2,24.51,44.39,46.72,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
967,6,3,8,8,78355.51,1,0.125,0.4444,5,2,24.64,59.5,46.7,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
995,11,5,15,15,185470.93,2,0.1333,0.2727,5,3,29.65,57.09,46.56,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
412,12,4,15,15,143482.87,2,0.1333,0.3125,5,4,25.47,55.76,46.52,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1916,4,3,6,6,72116.6,1,0.1667,0.5,2,3,31.86,51.77,46.42,MEDIUM,MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
2042,16,7,22,22,255109.89,3,0.1364,0.1964,5,6,30.54,63.71,46.38,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1023,9,3,11,11,185330.62,1,0.0909,0.4074,6,3,32.04,65.79,46.3,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|LARGE_CONNECTED_CLUSTER
505,9,5,13,13,136262.61,2,0.1538,0.2889,4,3,27.77,49.69,46.28,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
372,8,3,10,10,128303.0,1,0.1,0.4167,6,2,26.25,57.19,46.28,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2061,5,3,7,7,118059.93,1,0.1429,0.4667,3,3,34.86,62.64,46.17,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
908,9,4,12,12,156108.62,2,0.1667,0.3333,3,4,28.01,46.51,46.16,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
1340,16,7,22,22,265720.88,3,0.1364,0.1964,5,6,29.33,76.8,46.13,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
759,7,3,9,9,93598.54,1,0.1111,0.4286,5,3,30.87,50.66,46.12,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
461,13,4,16,16,205982.75,2,0.125,0.3077,5,4,27.9,58.13,46.0,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
470,21,6,26,26,244869.07,3,0.1154,0.2063,6,6,26.0,56.01,45.89,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
3189,6,1,6,6,72179.78,0,0.0,1.0,6,1,33.34,48.66,45.88,MEDIUM,SHARED_MERCHANT|DENSE_USER_MERCHANT_NETWORK|LARGE_CONNECTED_CLUSTER
1404,11,4,14,14,168947.93,2,0.1429,0.3182,4,4,28.95,54.16,45.88,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2941,6,3,8,8,140663.76,1,0.125,0.4444,4,3,33.04,59.0,45.88,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
2016,3,4,6,6,59315.34,1,0.1667,0.5,2,2,28.15,51.69,45.68,MEDIUM,MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION
1252,9,6,14,14,212275.61,2,0.1429,0.2593,4,4,33.72,59.27,45.65,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
393,13,5,17,17,204055.16,2,0.1176,0.2615,5,4,34.22,64.86,45.54,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
321,6,3,8,8,91432.77,1,0.125,0.4444,4,3,30.62,55.34,45.4,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|DENSE_USER_MERCHANT_NETWORK|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
802,11,4,14,14,160854.35,2,0.1429,0.3182,4,4,26.4,56.89,45.37,MEDIUM,SHARED_MERCHANT|MULTIPLE_SHARED_MERCHANTS|HIGH_CHARGEBACK_CONCENTRATION|LARGE_CONNECTED_CLUSTER
